Couldn't import dot_parser, loading of dot files will not be possible.
nkerns =  [ 16  32  32 512 512] (5,)
validation set =  100000
training @ iter =  216600 , cost =  0.0902665778995
training @ iter =  216700 , cost =  0.00411784276366
training @ iter =  216800 , cost =  0.0792410448194
training @ iter =  216900 , cost =  0.0151506159455
training @ iter =  217000 , cost =  0.00827214121819
training @ iter =  217100 , cost =  0.00516777858138
training @ iter =  217200 , cost =  0.104208603501
training @ iter =  217300 , cost =  0.0473227798939
training @ iter =  217400 , cost =  0.178625673056
training @ iter =  217500 , cost =  0.000788321136497
training @ iter =  217600 , cost =  0.015064383857
--> train minibatch error =  0.28
-->  20 5900 chunk_5_50000.pkl
--> train minibatch error =  0.16
-->  20 5950 chunk_5_50000.pkl
training @ iter =  217700 , cost =  0.000915903015994
training @ iter =  217800 , cost =  0.00845620036125
training @ iter =  217900 , cost =  0.00142632995266
iter  217999  validation
epoch 9, iter 218000, validation error 0.780000 %
epoch 9, iter 218000, train minibatch error 2.000000 %
epoch 9, iter 218000, train buffer error 0.600000 %
training @ iter =  218000 , cost =  0.0997498929501
training @ iter =  218100 , cost =  0.00189497950487
training @ iter =  218200 , cost =  0.210898756981
training @ iter =  218300 , cost =  0.0998716950417
training @ iter =  218400 , cost =  0.00300668156706
training @ iter =  218500 , cost =  0.00461379718035
training @ iter =  218600 , cost =  0.0150916408747
training @ iter =  218700 , cost =  0.023763641715
training @ iter =  218800 , cost =  0.00297006010078
training @ iter =  218900 , cost =  0.00944626424462
training @ iter =  219000 , cost =  0.0421926081181
training @ iter =  219100 , cost =  0.00431511923671
training @ iter =  219200 , cost =  0.00130001304206
training @ iter =  219300 , cost =  0.110975138843
training @ iter =  219400 , cost =  0.0655673369765
training @ iter =  219500 , cost =  0.0043594087474
training @ iter =  219600 , cost =  0.0254593174905
training @ iter =  219700 , cost =  0.100876875222
training @ iter =  219800 , cost =  0.0405487008393
training @ iter =  219900 , cost =  0.0716191977262
iter  219999  validation
epoch 9, iter 220000, validation error 0.782000 %
epoch 9, iter 220000, train minibatch error 0.000000 %
epoch 9, iter 220000, train buffer error 0.400000 %
training @ iter =  220000 , cost =  0.00201604142785
training @ iter =  220100 , cost =  0.00399767747149
training @ iter =  220200 , cost =  0.00504591362551
training @ iter =  220300 , cost =  0.00030292905285
training @ iter =  220400 , cost =  0.0283459182829
training @ iter =  220500 , cost =  0.00392700824887
training @ iter =  220600 , cost =  0.00585106248036
training @ iter =  220700 , cost =  0.00861035007983
training @ iter =  220800 , cost =  0.0734895020723
training @ iter =  220900 , cost =  0.00422835815698
--> train minibatch error =  0.14
-->  23 21400 chunk_8_50000.pkl
training @ iter =  221000 , cost =  0.020604846999
training @ iter =  221100 , cost =  0.00876645185053
--> train minibatch error =  0.12
-->  23 31850 chunk_8_50000.pkl
--> train minibatch error =  0.22
-->  23 31900 chunk_8_50000.pkl
--> train minibatch error =  0.2
-->  23 31950 chunk_8_50000.pkl
training @ iter =  221200 , cost =  0.0889770016074
training @ iter =  221300 , cost =  0.0175522938371
training @ iter =  221400 , cost =  0.0366887971759
training @ iter =  221500 , cost =  0.00288144429214
training @ iter =  221600 , cost =  0.00540130073205
training @ iter =  221700 , cost =  0.00293794600293
training @ iter =  221800 , cost =  0.0118989553303
training @ iter =  221900 , cost =  0.00198886613362
iter  221999  validation
epoch 9, iter 222000, validation error 0.774000 %
epoch 9, iter 222000, train minibatch error 0.000000 %
epoch 9, iter 222000, train buffer error 0.800000 %
training @ iter =  222000 , cost =  0.00179775967263
training @ iter =  222100 , cost =  0.0228924397379
training @ iter =  222200 , cost =  0.00869675725698
--> train minibatch error =  0.24
-->  24 34700 chunk_9_50000.pkl
--> train minibatch error =  0.34
-->  24 34750 chunk_9_50000.pkl
--> train minibatch error =  0.18
-->  24 34800 chunk_9_50000.pkl
training @ iter =  222300 , cost =  0.00108662934508
training @ iter =  222400 , cost =  0.0209015272558
training @ iter =  222500 , cost =  0.0039662043564
training @ iter =  222600 , cost =  0.0661386996508
training @ iter =  222700 , cost =  0.00962594524026
training @ iter =  222800 , cost =  0.0220367982984
training @ iter =  222900 , cost =  0.0993726700544
training @ iter =  223000 , cost =  0.0107897892594
--> train minibatch error =  0.12
-->  0 29050 chunk_10_50000.pkl
training @ iter =  223100 , cost =  0.00354956509545
training @ iter =  223200 , cost =  0.00222536898218
training @ iter =  223300 , cost =  0.0441607236862
training @ iter =  223400 , cost =  0.0118312928826
training @ iter =  223500 , cost =  0.00397200323641
training @ iter =  223600 , cost =  0.0137421786785
training @ iter =  223700 , cost =  0.152574002743
training @ iter =  223800 , cost =  0.00527989678085
training @ iter =  223900 , cost =  0.00856220815331
iter  223999  validation
epoch 10, iter 224000, validation error 0.777000 %
epoch 10, iter 224000, train minibatch error 0.000000 %
epoch 10, iter 224000, train buffer error 0.700000 %
training @ iter =  224000 , cost =  0.0047936309129
training @ iter =  224100 , cost =  0.0191277246922
training @ iter =  224200 , cost =  0.147359237075
training @ iter =  224300 , cost =  0.0120479408652
training @ iter =  224400 , cost =  0.0328824743629
training @ iter =  224500 , cost =  0.00207496923395
training @ iter =  224600 , cost =  0.0820279046893
--> train minibatch error =  0.12
-->  2 6500 chunk_12_50000.pkl
--> train minibatch error =  0.12
-->  2 6600 chunk_12_50000.pkl
--> train minibatch error =  0.12
-->  2 6650 chunk_12_50000.pkl
training @ iter =  224700 , cost =  0.0366344563663
training @ iter =  224800 , cost =  0.00212835380808
training @ iter =  224900 , cost =  0.00614368775859
training @ iter =  225000 , cost =  0.0403259173036
training @ iter =  225100 , cost =  0.00413200631738
training @ iter =  225200 , cost =  0.0528795830905
training @ iter =  225300 , cost =  0.0319999009371
--> train minibatch error =  0.16
-->  2 44550 chunk_12_50000.pkl
training @ iter =  225400 , cost =  0.00148567010183
training @ iter =  225500 , cost =  0.00206823833287
training @ iter =  225600 , cost =  0.0252575017512
training @ iter =  225700 , cost =  0.0290716011077
training @ iter =  225800 , cost =  0.00498193223029
training @ iter =  225900 , cost =  0.07106359303
iter  225999  validation
epoch 10, iter 226000, validation error 0.770000 %
epoch 10, iter 226000, train minibatch error 0.000000 %
epoch 10, iter 226000, train buffer error 0.300000 %
training @ iter =  226000 , cost =  0.125264063478
training @ iter =  226100 , cost =  0.00908361747861
--> train minibatch error =  0.14
-->  3 34000 chunk_13_50000.pkl
training @ iter =  226200 , cost =  0.00513066304848
training @ iter =  226300 , cost =  0.103443592787
training @ iter =  226400 , cost =  0.00709973555058
training @ iter =  226500 , cost =  0.0336081311107
training @ iter =  226600 , cost =  0.00127811997663
training @ iter =  226700 , cost =  0.00296818371862
training @ iter =  226800 , cost =  0.00227837380953
training @ iter =  226900 , cost =  0.0013191056205
training @ iter =  227000 , cost =  0.175563886762
training @ iter =  227100 , cost =  0.00572124961764
training @ iter =  227200 , cost =  0.00192046584561
--> train minibatch error =  0.14
-->  4 36550 chunk_14_50000.pkl
training @ iter =  227300 , cost =  0.00102306634653
training @ iter =  227400 , cost =  0.000984863145277
--> train minibatch error =  0.12
-->  4 46300 chunk_14_50000.pkl
training @ iter =  227500 , cost =  0.0291784852743
training @ iter =  227600 , cost =  0.00124568119645
training @ iter =  227700 , cost =  0.0788581818342
training @ iter =  227800 , cost =  0.0240246560425
training @ iter =  227900 , cost =  0.00474128546193
iter  227999  validation
epoch 10, iter 228000, validation error 0.775000 %
epoch 10, iter 228000, train minibatch error 2.000000 %
epoch 10, iter 228000, train buffer error 1.300000 %
training @ iter =  228000 , cost =  0.00158518832177
training @ iter =  228100 , cost =  0.0023449533619
training @ iter =  228200 , cost =  0.00932007469237
training @ iter =  228300 , cost =  0.00244336994365
training @ iter =  228400 , cost =  0.00731991045177
training @ iter =  228500 , cost =  0.0172820724547
training @ iter =  228600 , cost =  0.0241380408406
training @ iter =  228700 , cost =  0.0669969543815
training @ iter =  228800 , cost =  0.0153457531705
training @ iter =  228900 , cost =  0.103483296931
training @ iter =  229000 , cost =  0.112409636378
training @ iter =  229100 , cost =  0.098871871829
training @ iter =  229200 , cost =  0.0395210199058
training @ iter =  229300 , cost =  0.0226846076548
training @ iter =  229400 , cost =  0.00254551391117
training @ iter =  229500 , cost =  0.00495813926682
training @ iter =  229600 , cost =  0.0185215063393
training @ iter =  229700 , cost =  0.0601472556591
training @ iter =  229800 , cost =  0.127657577395
training @ iter =  229900 , cost =  0.0043113892898
iter  229999  validation
epoch 10, iter 230000, validation error 0.770000 %
epoch 10, iter 230000, train minibatch error 0.000000 %
epoch 10, iter 230000, train buffer error 0.700000 %
training @ iter =  230000 , cost =  0.0273014828563
training @ iter =  230100 , cost =  0.101032331586
--> train minibatch error =  0.18
-->  7 33350 chunk_17_50000.pkl
training @ iter =  230200 , cost =  0.00172612478491
training @ iter =  230300 , cost =  0.114581353962
training @ iter =  230400 , cost =  0.00825404562056
training @ iter =  230500 , cost =  0.00224792398512
training @ iter =  230600 , cost =  0.0455052182078
--> train minibatch error =  0.18
-->  8 4750 chunk_18_50000.pkl
training @ iter =  230700 , cost =  0.0128214387223
training @ iter =  230800 , cost =  0.0509201809764
training @ iter =  230900 , cost =  0.00137635925785
training @ iter =  231000 , cost =  0.0023189142812
training @ iter =  231100 , cost =  0.00108102732338
--> train minibatch error =  0.32
-->  8 30350 chunk_18_50000.pkl
--> train minibatch error =  0.12
-->  8 33600 chunk_18_50000.pkl
training @ iter =  231200 , cost =  0.00312254251912
training @ iter =  231300 , cost =  0.0723155215383
training @ iter =  231400 , cost =  0.0697497576475
training @ iter =  231500 , cost =  0.00757824070752
training @ iter =  231600 , cost =  0.00638382369652
training @ iter =  231700 , cost =  0.000608481816016
--> train minibatch error =  0.12
-->  9 10550 chunk_19_50000.pkl
training @ iter =  231800 , cost =  0.00403013825417
training @ iter =  231900 , cost =  0.00317482184619
iter  231999  validation
epoch 10, iter 232000, validation error 0.793000 %
epoch 10, iter 232000, train minibatch error 2.000000 %
epoch 10, iter 232000, train buffer error 0.400000 %
training @ iter =  232000 , cost =  0.00847594905645
training @ iter =  232100 , cost =  0.010528948158
--> train minibatch error =  0.12
-->  9 29850 chunk_19_50000.pkl
training @ iter =  232200 , cost =  0.0111774420366
training @ iter =  232300 , cost =  0.0408869981766
training @ iter =  232400 , cost =  0.00707397703081
training @ iter =  232500 , cost =  0.0198439676315
training @ iter =  232600 , cost =  0.0132699301466
--> train minibatch error =  0.18
-->  10 9100 chunk_20_50000.pkl
training @ iter =  232700 , cost =  0.00244049960747
training @ iter =  232800 , cost =  0.00111846579239
--> train minibatch error =  0.12
-->  10 16700 chunk_20_50000.pkl
training @ iter =  232900 , cost =  0.00423077959567
training @ iter =  233000 , cost =  0.0246772915125
--> train minibatch error =  0.12
-->  10 25050 chunk_20_50000.pkl
training @ iter =  233100 , cost =  0.00445593474433
training @ iter =  233200 , cost =  0.003833708819
training @ iter =  233300 , cost =  0.0418728888035
training @ iter =  233400 , cost =  0.0173022560775
training @ iter =  233500 , cost =  0.00416907621548
training @ iter =  233600 , cost =  0.00500281434506
training @ iter =  233700 , cost =  0.00478674098849
training @ iter =  233800 , cost =  0.00820901338011
training @ iter =  233900 , cost =  0.0507081896067
iter  233999  validation
epoch 10, iter 234000, validation error 0.773000 %
epoch 10, iter 234000, train minibatch error 0.000000 %
epoch 10, iter 234000, train buffer error 1.200000 %
training @ iter =  234000 , cost =  0.0193117056042
training @ iter =  234100 , cost =  0.0485647432506
training @ iter =  234200 , cost =  0.000558715430088
training @ iter =  234300 , cost =  0.0385287627578
training @ iter =  234400 , cost =  0.00264066900127
training @ iter =  234500 , cost =  0.0388994924724
--> train minibatch error =  0.16
-->  12 750 chunk_22_50000.pkl
training @ iter =  234600 , cost =  0.0295540429652
training @ iter =  234700 , cost =  0.0296528432518
training @ iter =  234800 , cost =  0.00385461933911
training @ iter =  234900 , cost =  0.00417622644454
training @ iter =  235000 , cost =  0.00847017392516
training @ iter =  235100 , cost =  0.0021154365968
training @ iter =  235200 , cost =  0.00151866290253
training @ iter =  235300 , cost =  0.000993530265987
training @ iter =  235400 , cost =  0.003952965606
training @ iter =  235500 , cost =  0.00213378597982
training @ iter =  235600 , cost =  0.0335030443966
training @ iter =  235700 , cost =  0.00218739174306
--> train minibatch error =  0.14
-->  13 9800 chunk_23_50000.pkl
training @ iter =  235800 , cost =  0.000738316623028
training @ iter =  235900 , cost =  0.0179487522691
iter  235999  validation
epoch 10, iter 236000, validation error 0.781000 %
epoch 10, iter 236000, train minibatch error 0.000000 %
epoch 10, iter 236000, train buffer error 0.600000 %
training @ iter =  236000 , cost =  0.0650960057974
training @ iter =  236100 , cost =  0.0826310813427
training @ iter =  236200 , cost =  0.0606148689985
training @ iter =  236300 , cost =  0.00648663239554
training @ iter =  236400 , cost =  0.0016655898653
